region,subregion,country,city,stationId,pm10Mean,pm10Year,pm10Converted,pm10ConvertedNote,pm10ConvertedAlert,pm2.5Mean,pm2.5Year,pm2.5Converted,pm2.5ConvertedNote,pm2.5ConvertedAlert,temporalCoverage,dataCoverageAlert
Region of the Americas,AmrA,Canada,Oshawa,177,22,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Osoyoos,178,16,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",5,2012,,,,0.94274635,
Region of the Americas,AmrA,Canada,Ottawa,179,17,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2010,,,,,
Region of the Americas,AmrA,Canada,Parry Sound,180,17,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Peterborough,181,20,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Pitt Meadow,182,NA,NA,,,,4,2012,,,,99%,
Region of the Americas,AmrA,Canada,Port Alice,183,NA,NA,,,,12,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Port Moody,184,11,2012,,,,5,2012,,,,100%,
Region of the Americas,AmrA,Canada,Port Stanley,185,23,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Powell River,186,NA,NA,,,,2,2012,,,,95%,
Region of the Americas,AmrA,Canada,Prince Albert,187,16,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",5,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Prince George,188,14,2012,,,,6,2012,,,,98%,
Region of the Americas,AmrA,Canada,Quebec,189,28,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2010,,,,,
Region of the Americas,AmrA,Canada,Quesnel,190,18,2012,,,,7,2012,,,,98%,
Region of the Americas,AmrA,Canada,Red Deer,191,42,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",14,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Regina,192,33,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Revelstoke,193,14,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",5,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Richmond,194,NA,NA,,,,4,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Rouyn-Noranda,195,22,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Saguenay,196,NA,NA,,,,6,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Saint John,197,24,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2010,,,,,
Region of the Americas,AmrA,Canada,Saint-Anicet,198,NA,NA,,,,10,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Saint-Jean-Sur-Richelieu,199,NA,NA,,,,8,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Saint-Simon,200,NA,NA,,,,7,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Sarnia,201,37,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",12,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Saskatoon,202,22,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Senneterre,203,22,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Sherbrooke,204,20,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Simcoe,205,NA,NA,,,,8,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Smithers,206,15,2012,,,,NA,NA,,,,98%,
Region of the Americas,AmrA,Canada,Squamish,207,35,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",13,2010,,,,N/A,
Region of the Americas,AmrA,Canada,St. Andrews,208,NA,NA,,,,6,2010,,,,N/A,
Region of the Americas,AmrA,Canada,St. Catharines,209,25,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2010,,,,N/A,
Region of the Americas,AmrA,Canada,St. John's,210,NA,NA,,,,8,2010,,,,N/A,
Region of the Americas,AmrA,Canada,St. Zephirin-de-Courval,211,NA,NA,,,,7,2010,,,,N/A,
Region of the Americas,AmrA,Canada,St-Hilaire-de-Dorset,212,NA,NA,,,,9,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Stukely-Sud,213,NA,NA,,,,9,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Sudbury,214,14,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",5,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Telkwa,215,NA,NA,,,,4,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Terrace,216,14,2012,,,,NA,NA,,,,94%,
Region of the Americas,AmrA,Canada,Thorsby,217,NA,NA,,,,6,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Thunder Bay,218,13,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",4,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Tingwick,219,NA,NA,,,,10,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Tiverton,220,NA,NA,,,,6,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Tomahawk,221,NA,NA,,,,5,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Toronto,222,24,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2010,,,,,
Region of the Americas,AmrA,Canada,Trois-Rivieres,223,34,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",11,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Vancouver,224,11,2012,,,,4,2012,,,,98%,
Region of the Americas,AmrA,Canada,Vanderhoof,225,NA,NA,,,,8,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Vernon,226,18,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",5,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Victoria,227,27,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Whistler,228,12,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",4,2010,,,,N/A,
Region of the Americas,AmrA,Canada,Williams Lake,229,15,2012,,,,NA,NA,,,,100%,
Region of the Americas,AmrA,Canada,Windsor,230,29,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2010,,,,,
Region of the Americas,AmrA,Canada,Winnipeg,231,15,NA,Yes,1,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2010,,,,,
Region of the Americas,AmrB,Chile,Antofagasta,232,38,2009,,,,16,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,Calama,233,71,2009,,,,29,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,"Calera, rural",234,41,2008,,,,17,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,Chillan,235,62,2011,,,,53,2011,,,,NA,
Region of the Americas,AmrB,Chile,Concon,236,37,2011,,,,15,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,Copiapo,237,66,2008,,,,27,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,Coquimbo,238,34,2009,,,,14,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,Iquique,239,35,2009,,,,14,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,La Calera,240,58,2009,,,,24,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,La Cruz,241,45,2008,,,,18,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,La Quillota,242,36,2010,,,,15,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,Los Andes,243,52,2010,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,Machali,244,38,2008,,,,16,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,Puente Alto,245,59,2011,,,,22,2011,,,,NA,
Region of the Americas,AmrB,Chile,Rancagua,246,79,2012,,,,54,2012,,,,NA,
Region of the Americas,AmrB,Chile,Rengo,247,53,2012,,,,22,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,San Fernando,248,52,2012,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,San Pedro de la Paz,249,46,2011,,,,27,2011,,,,NA,
Region of the Americas,AmrB,Chile,Santiago,250,69,2011,,,,26,2011,,,,NA,
Region of the Americas,AmrB,Chile,Talca,251,69,2008,,,,44,2008,,,,NA,
Region of the Americas,AmrB,Chile,Talcahuano,252,61,2009,,,,20,2009,,,,NA,
Region of the Americas,AmrB,Chile,Temuco,253,70,2011,,,,48,2011,,,,NA,
Region of the Americas,AmrB,Chile,Tocopilla,254,52,2009,,,,21,NA,Yes,3,"This PM2.5 value has been derived from a PM10 measurement, therefore caution is advised when interpreting this result.",NA,
Region of the Americas,AmrB,Chile,Vina del Mar,255,44,2012,,,,13,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Aberdeen, SD",256,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Adrian, MI",257,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Akron, OH",258,18,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",11,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Albany, GA",259,18,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",11,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Albany-Lebanon, OR",260,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Albany-Schenectady-Troy, NY",261,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Albuquerque, NM",262,12,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Alexandria, LA",263,20,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",12,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Allegan, MI",264,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Allentown-Bethlehem-Easton, PA-NJ",265,21,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",12,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Altoona, PA",266,19,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",12,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Anchorage, AK",267,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Anderson, IN",268,18,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",11,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Ann Arbor, MI",269,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Appleton, WI",270,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Asheville, NC",271,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Athens, OH",272,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Athens, TN",273,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Athens-Clarke County, GA",274,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Atlanta-Sandy Springs-Marietta, GA",275,23,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",14,2012,,,,NA,
