city,latitude,longitude
"San Andres Y Sauces, Spain",28.784222,-17.799154
"San Bartolome De Tirajana, Spain",27.924946,-15.573029
"San Jorge, Spain",40.509511,0.332183
"San Mart�n De Valdeiglesias, Spain",40.363562,-4.403503
"San Mart�n Del Rey Aurelio, Spain",43.275129,-5.608749
"San Pablo De Los Montes, Spain",39.541629,-4.332111
"San Roque, Spain",36.210462,-5.384432
"Sang�esa, Spain",,
"Sant Antoni De Portmany, Spain",38.982636,1.301519
"Sant Feliu De Llobregat, Spain",41.38467,2.049462
"Sant Just Desvern, Spain",41.383333,2.066662
"Santa Cruz De La Palma, Spain",28.683989,-17.764575
"Santa Cruz De Tenerife, Spain",28.46363,-16.251847
"Santa Luc�a De Tirajana, Spain",27.910139,-15.540137
"Santa Margarida I Els Monjos, Spain",41.318858,1.658779
"Santander, Spain",43.462306,-3.80998
"Santiago De Compostela, Spain",42.878213,-8.544844
"Sari_ena, Spain",41.791631,-0.157691
"Savi_ao, Spain",42.647094,-7.654811
"Segovia, Spain",40.942903,-4.108807
"Sevilla, Spain",37.389092,-5.984459
"Siero, Spain",43.391503,-5.660816
"Sondika, Spain",43.287162,-2.932578
"Soria, Spain",41.766597,-2.479031
"Talavera De La Reina, Spain",39.962884,-4.830454
"Teguise, Spain",29.059953,-13.559599
"Telde, Spain",27.995531,-15.417373
"Teruel, Spain",40.345688,-1.106434
"Los Tojos, Spain",43.154223,-4.254166
"Toledo, Spain",39.862832,-4.027323
"Tolosa, Spain",43.134754,-2.075095
"Toril, Spain",39.897441,-5.779695
"Els Torms, Spain",41.394254,0.720321
"Torrej�n De Ardoz, Spain",,
"Torrelavega, Spain",43.34885,-4.05015
"Valdegov�a, Spain",42.842042,-3.077657
"Valdemoro, Spain",40.19124,-3.674018
"Valencia, Spain",39.469908,-0.376288
"Valladolid, Spain",41.652251,-4.724532
"Valverde, Spain",27.809779,-17.915042
"Vandell�s I L'Hospitalet De L'Infant, Spain",40.990899,0.923669
"Venta De Ba_os, Spain",41.920932,-4.488738
"Vigo, Spain",42.240599,-8.720727
"Vilalba, Spain",43.29749,-7.680772
"Villa Del Prado, Spain",40.277438,-4.30483
"Villalba De Guardo, Spain",42.721653,-4.822903
"Villar Del Arzobispo, Spain",39.733981,-0.827019
"Villarejo De Salvanes, Spain",40.168149,-3.275967
"Vitoria-Gasteiz, Spain",42.859166,-2.681792
"Viver, Spain",39.921923,-0.59792
"Viznar, Spain",37.233174,-3.553772
"Xove, Spain",43.684955,-7.51235
"Zafra, Spain",38.42253,-6.415723
"Zamora, Spain",41.503471,-5.746788
"Zaragoza, Spain",41.648823,-0.889085
"Zarra, Spain",39.091531,-1.074778
"Zorita Del Maestrazgo, Spain",40.728763,-0.166544
"Colombo, Sri Lanka",6.927079,79.861243
"Arl_v, Sweden",59.267395,17.947973
"G_teborg, Sweden",57.70887,11.97456
"Halmstad, Sweden",56.674375,12.857788
"Kiruna, Sweden",67.8558,20.225282
"Linkoping, Sweden",58.410807,15.621373
"Malm_, Sweden",55.604981,13.003822
"Norrk_ping, Sweden",58.587745,16.192421
"Skelleftea, Sweden",64.750244,20.950917
"S_dert_lje, Sweden",59.195363,17.625689
"Sollentuna, Sweden",59.43911,17.94148
"Stockholm, Sweden",59.329323,18.068581
"Sundsvall, Sweden",62.390811,17.306927
"Trelleborg, Sweden",55.376243,13.157423
"Ume�, Sweden",,
"Umee, Sweden",63.825847,20.263035
"Uppsala, Sweden",59.858564,17.638927
"V_ster�s, Sweden",59.6099,16.544809
"V_xj_, Sweden",,
"Ystad, Sweden",55.429505,13.820031
"Basel, Switzerland",47.559599,7.588576
"Bern, Switzerland",46.947974,7.447447
"Geneve, Switzerland",46.204391,6.143158
"Lausanne, Switzerland",46.519654,6.632273
"Lugano, Switzerland",46.003678,8.951052
"Luzern, Switzerland",47.050168,8.309307
"St. Gallen, Switzerland",47.424482,9.376717
"Winterthur, Switzerland",47.49882,8.723689
"Z�rich, Switzerland",47.376887,8.541694
"Bangkok, Thailand",13.756331,100.501765
"Chiang Mai, Thailand",18.787747,98.993128
"Chiang Rai, Thailand",19.907166,99.830955
"Chon Buri, Thailand",13.361143,100.984672
"Khon Kaen, Thailand",16.441936,102.835992
"Lampang, Thailand",18.28884,99.490874
"Lamphun, Thailand",18.574461,99.008722
"Mae Hong Son, Thailand",19.30203,97.965437
"Nakhon Ratchasima, Thailand",14.9799,102.097769
"Nakhon Sawan, Thailand",15.693007,100.122559
"Nan, Thailand",18.775632,100.773042
"Narathiwat, Thailand",6.425461,101.825314
"Nonthaburi, Thailand",13.862113,100.514353
"Pathum Thani, Thailand",14.020839,100.525028
"Phayao, Thailand",19.215437,100.202369
"Phra Nakhon Si Ayutthaya, Thailand",14.353213,100.56896
"Phrae, Thailand",18.144577,100.140283
"Phuket, Thailand",7.951933,98.338088
"Rayong, Thailand",12.707434,101.147352
"Sa Kaeo, Thailand",13.824041,102.064582
"Samut Prakan, Thailand",13.599096,100.599832
"Samut Sakhon, Thailand",13.547522,100.274396
"Saraburi, Thailand",14.528915,100.910142
"Songkhla, Thailand",7.1756,100.614347
"Surat Thani, Thailand",9.138239,99.321748
"Yala, Thailand",6.541147,101.280395
"Bitola, Macedonia",41.029677,21.329216
"Skopje, Macedonia",41.997346,21.427996
"Tetovo, Macedonia",42.006912,20.971527
"Veles, Macedonia",41.716456,21.772297
"Bizerte, Tunisia",37.274612,9.862724
"Sfax, Tunisia",34.747847,10.766163
"Sousse, Tunisia",35.825603,10.608395
"Tunis, Tunisia",36.806495,10.181532
"Adana, Turkey",36.991419,35.330829
"Adiyaman, Turkey",37.76365,38.277259
"Afyon, Turkey",38.756885,30.538704
"Agri, Turkey",39.719074,43.050591
"Aksaray, Turkey",38.368626,34.0297
"Amasya, Turkey",40.656455,35.837347
"Ankara, Turkey",39.933364,32.859742
"Antalya, Turkey",36.896891,30.713323
"Ardahan, Turkey",41.11295,42.70228
"Artvin, Turkey",41.180937,41.820819
"Aydin, Turkey",37.838016,27.84556
"Balikesir, Turkey",39.653298,27.890342
"Bartin, Turkey",41.637602,32.333811
"Batman, Turkey",37.889517,41.129283
"Bayburt, Turkey",40.26032,40.228048
"Bilecik, Turkey",40.142573,29.97933
"Bingol, Turkey",38.885464,40.496625
"Bitlis, Turkey",38.400569,42.109502
"Bolu, Turkey",40.732541,31.608209
"Burdur, Turkey",37.718336,30.282333
"Bursa, Turkey",40.188528,29.060964
"Canakkale, Turkey",40.14672,26.408587
"Cankiri, Turkey",40.600207,33.616223
"Corum, Turkey",40.549926,34.953724
"Denizli, Turkey",37.783016,29.096333
"Diyarbakir, Turkey",37.924973,40.210983
"Duzce, Turkey",40.83872,31.162609
"Edirne, Turkey",41.67713,26.555715
"Elazig, Turkey",38.674816,39.222515
"Erzincan, Turkey",39.746797,39.491124
"Erzurum, Turkey",39.905499,41.265824
"Eskisehir, Turkey",39.766706,30.525631
"Gaziantep, Turkey",37.065953,37.37811
"Giresun, Turkey",40.917532,38.392653
"Gumushane, Turkey",40.460825,39.480321
"Hakkari, Turkey",37.577427,43.736782
"Hatay, Turkey",36.202284,36.161322
"Icel, Turkey",36.632173,33.617577
"Igdir, Turkey",39.92006,44.043615
"Isparta, Turkey",37.762649,30.553705
"Istanbul, Turkey",41.008238,28.978359
"Izmir, Turkey",38.423734,27.142826
"Kahramanmaras, Turkey",37.575276,36.922822
"Karabuk, Turkey",41.19562,32.622654
"Karaman, Turkey",37.181009,33.222243
"Kars, Turkey",40.601338,43.097453
"Kastamonu, Turkey",41.376625,33.776497
"Kayseri, Turkey",38.720489,35.482597
"Kilis, Turkey",36.716477,37.114661
"Kirikkale, Turkey",39.839784,33.508878
"Kirklareli, Turkey",41.735472,27.224369
"Kirsehir, Turkey",39.146078,34.159499
"Kocaeli, Turkey",40.85327,29.88152
"Konya, Turkey",37.874643,32.493155
"Kutahya, Turkey",39.419955,29.985732
"Malatya, Turkey",38.355363,38.333525
"Manisa, Turkey",38.614034,27.429562
"Mardin, Turkey",37.312903,40.733951
"Mugla, Turkey",37.215374,28.363394
"Mus, Turkey",38.734561,41.491038
"Nevsehir, Turkey",38.624694,34.714151
"Nigde, Turkey",37.969774,34.676608
"Ordu, Turkey",40.986166,37.879721
"Osmaniye, Turkey",37.074628,36.2464
"Rize, Turkey",41.025511,40.517666
"Sakarya, Turkey",40.773074,30.394817
"Samsun, Turkey",41.279703,36.336067
"Siirt, Turkey",37.927404,41.941978
"Sinop, Turkey",42.027974,35.151725
"Sirnak, Turkey",37.518974,42.453714
"Sivas, Turkey",39.750545,37.015022
"Tekirdag, Turkey",40.978092,27.511674
"Tokat, Turkey",40.323464,36.552193
"Trabzon, Turkey",41.002697,39.716763
"Tunceli, Turkey",39.10617,39.548259
"Urfa, Turkey",37.167404,38.795515
"Usak, Turkey",38.674229,29.405882
"Van, Turkey",38.501209,43.372979
"Yalova, Turkey",40.654895,29.284186
"Yozgat, Turkey",39.821049,34.808573
"Zonguldak, Turkey",41.453521,31.78938
"Kampala, Uganda",0.347596,32.58252
"Morogoro, Tanzania",-6.830373,37.670589
"Abu Dhabi, United Arab Emirates",24.299174,54.697277
"Al Ain, United Arab Emirates",24.130162,55.802312
"Al Gharbia - Bida Zayed, United Arab Emirates",,
"Al Gharbia - Gayathi, United Arab Emirates",23.806835,52.745594
"Al Gharbia - Liwa Oasis, United Arab Emirates",23.002222,53.468611
"Aberdeen, United Kingdom",57.149717,-2.094278
"Armagh, United Kingdom",54.35028,-6.652792
"Belfast, United Kingdom",54.597285,-5.93012
"Biandrate, United Kingdom",,
"Birkenhead, United Kingdom",53.389991,-3.023009
"Birmingham, United Kingdom",52.486243,-1.890401
"Bournemouth, United Kingdom",50.719164,-1.880769
"Brighton, United Kingdom",50.82253,-0.137163
"Bristol, United Kingdom",51.454513,-2.58791
"Cardiff, United Kingdom",51.481581,-3.17909
"Carlisle, United Kingdom",54.892473,-2.932931
"Chepstow, United Kingdom",51.641856,-2.673804
"Chesterfield, United Kingdom",53.235048,-1.421629
"Eastbourne, United Kingdom",50.768035,0.290472
"Edinburgh, United Kingdom",55.953252,-3.188267
"Gibraltar, United Kingdom",53.100258,0.322098
"Glasgow, United Kingdom",55.864237,-4.251806
"Grangemouth, United Kingdom",56.009715,-3.72277
"Hull, United Kingdom",53.745671,-0.336741
"Inverness, United Kingdom",57.477773,-4.224721
"Leamington Spa, United Kingdom",52.285191,-1.520079
"Leeds, United Kingdom",53.800755,-1.549077
"Liverpool, United Kingdom",53.408371,-2.991573
"London, United Kingdom",51.507351,-0.127758
"Londonderry, United Kingdom",54.996612,-7.308575
"Manchester, United Kingdom",53.480759,-2.242631
"Middlesbrough, United Kingdom",54.574227,-1.234956
"Newcastle Upon Tyne, United Kingdom",54.978252,-1.61778
"Newport, United Kingdom",51.584151,-2.997664
"Norwich, United Kingdom",52.630886,1.297355
"Nottingham, United Kingdom",52.954783,-1.158109
"Oxford, United Kingdom",51.752021,-1.257726
"Plymouth, United Kingdom",50.375457,-4.142656
"Port Talbot, United Kingdom",51.59468,-3.784097
"Portsmouth, United Kingdom",50.819768,-1.087977
"Prestonpans, United Kingdom",55.959538,-2.984467
"Reading, United Kingdom",51.454265,-0.97813
"Salford, United Kingdom",53.487523,-2.290126
"Saltash, United Kingdom",50.40921,-4.21643
"Scunthorpe, United Kingdom",53.588646,-0.654413
"Southampton, United Kingdom",50.9097,-1.404351
"Southend - On - Sea, United Kingdom",51.545927,0.707712
"Stanford-Le-Hope, United Kingdom",51.514121,0.42854
"Stockton-On-Tees, United Kingdom",54.570455,-1.328982
"Stoke - On - Trent, United Kingdom",53.002668,-2.179404
"Sunderland, United Kingdom",54.906869,-1.383801
"Swansea, United Kingdom",51.62144,-3.943646
"Thurrock, United Kingdom",51.493456,0.35292
"Warrington, United Kingdom",53.390044,-2.59695
"Wigan, United Kingdom",53.545065,-2.632507
"Wrexham, United Kingdom",53.04304,-2.992494
"York, United Kingdom",53.959965,-1.087298
"Adrian, Mi, United States of America",41.897547,-84.037166
"Akron, Oh, United States of America",41.081445,-81.519005
"Albany-Schenectady-Troy, Ny, United States of America",42.791803,-73.873271
"Albuquerque, Nm, United States of America",35.085334,-106.605553
"Alexandria, La, United States of America",31.311294,-92.445137
"Allegan, Mi, United States of America",42.529199,-85.855303
"Allentown-Bethlehem-Easton, Pa-Nj, United States of America",40.649797,-75.338572
"Altoona, Pa, United States of America",40.518681,-78.394736
"Anchorage, Ak, United States of America",61.218056,-149.900278
"Anderson, In, United States of America",40.10532,-85.680254
"Ann Arbor, Mi, United States of America",42.280826,-83.743038
"Appleton, Wi, United States of America",44.261931,-88.415385
"Asheville, Nc, United States of America",35.595058,-82.551487
"Ashland, Al, United States of America",33.273726,-85.836074
"Athens, Oh, United States of America",39.32924,-82.101255
"Athens, Tn, United States of America",35.442851,-84.59299
"Athens-Clarke County, Ga, United States of America",33.951935,-83.357567
"Atlanta-Sandy Springs-Marietta, Ga, United States of America",33.888116,-84.46427
"Atlantic City, Nj, United States of America",39.364283,-74.422927
"Augusta-Richmond County, Ga-Sc, United States of America",33.473498,-82.010515
"Augusta-Waterville, Me, United States of America",44.520187,-69.652927
"Austin-Round Rock, Tx, United States of America",30.453163,-97.724177
"Bakersfield, Ca, United States of America",35.373292,-119.018712
"Baltimore-Towson, Md, United States of America",39.401496,-76.601913
"Baraboo, Wi, United States of America",43.471094,-89.744291
"Baton Rouge, La, United States of America",30.458283,-91.14032
"Battlement Mesa,Garfield,Co, United States of America",39.441367,-108.025074
"Bay City, Mi, United States of America",43.594468,-83.888865
"Beaver Dam, Wi, United States of America",43.457769,-88.837329
"Bellingham, Wa, United States of America",48.74908,-122.478147
"Bennington, Vt, United States of America",42.878135,-73.196774
"Birmingham-Hoover, Al, United States of America",33.400235,-86.805099
"Bishop, Ca, United States of America",37.361424,-118.399664
"Bismarck, Nd, United States of America",46.808327,-100.783739
"Bloomington, In, United States of America",39.165325,-86.526386
"Boone, Nc, United States of America",36.216795,-81.674552
"Boston-Cambridge-Quincy, Ma-Nh, United States of America",43.193852,-71.572395
"Boulder, Co, United States of America",40.014986,-105.270546
"Bowling Green, Ky, United States of America",36.968522,-86.480804
"Brainerd, Mn, United States of America",46.352673,-94.202008
"Bremerton-Silverdale, Wa, United States of America",47.571551,-122.638824
"Bridgeport-Stamford-Norwalk, Ct, United States of America",41.141156,-73.284652
"Brigham City, Ut, United States of America",41.510213,-112.015502
"Bryson City, Swain,Nc, United States of America",35.430929,-83.447381
"Burlington, Nc, United States of America",36.095692,-79.437799
"Burlington-South Burlington, Vt, United States of America",44.506328,-73.145209
"Burns,Harney,Or, United States of America",43.586261,-119.054103
"Butte-Silver Bow, Mt, United States of America",46.003823,-112.534778
"Cadillac, Mi, United States of America",44.251953,-85.401162
"Cambridge, Md, United States of America",38.563174,-76.078829
"Candor,Montgomery,Nc, United States of America",35.295142,-79.745316
"Canton-Massillon, Oh, United States of America",40.818606,-81.454875
"Cape Coral-Fort Myers, Fl, United States of America",26.558783,-81.922892
"Carson City, Nv, United States of America",39.163798,-119.767403
"Cedar Rapids, Ia, United States of America",41.97788,-91.665623
"Charleston, Wv, United States of America",38.34982,-81.632623
"Charleston-North Charleston, Sc, United States of America",32.85462,-79.97481
"Charlotte-Gastonia-Concord, Nc-Sc, United States of America",33.836081,-81.163724
"Charlottesville, Va, United States of America",38.029306,-78.476678
"Chattanooga, Tn-Ga, United States of America",35.04563,-85.30968
"Cheyenne, Wy, United States of America",41.139981,-104.820246
"Chicago-Naperville-Joliet, Il-In-Wi, United States of America",43.78444,-88.787868
"Chico, Ca, United States of America",39.728494,-121.837478
"Cincinnati-Middletown, Oh-Ky-In, United States of America",37.09024,-95.712891
"Clarksburg, Wv, United States of America",39.280645,-80.344534
"Clarksville, Tn-Ky, United States of America",36.529771,-87.359453
"Clearlake, Ca, United States of America",38.958231,-122.626373
"Cleveland-Elyria-Mentor, Oh, United States of America",41.666157,-81.339552
"Clinton, Ia, United States of America",41.844474,-90.188738
"Colorado Springs, Co, United States of America",38.833882,-104.821363
"Columbia, Sc, United States of America",34.00071,-81.034814
"Columbia, Tn, United States of America",35.615072,-87.035283
"Columbus, Ga-Al, United States of America",32.460976,-84.987709
"Columbus, Oh, United States of America",39.961176,-82.998794
"Colusa,Colusa,Ca, United States of America",39.214334,-122.009417
"Concord, Nh, United States of America",43.208137,-71.537572
"Cookeville, Tn, United States of America",36.162839,-85.501642
"Corning, Ny, United States of America",42.142852,-77.05469
"Corpus Christi, Tx, United States of America",27.800583,-97.396381
"Cortina Indian Rancheria,Colusa,Ca, United States of America",39.018933,-122.290908
"Crossett,Ashley,Ar, United States of America",33.128178,-91.961243
"Dale,Spencer,In, United States of America",38.168942,-86.989997
"Dallas-Fort Worth-Arlington, Tx, United States of America",32.743344,-97.026241
"Daphne-Fairhope-Foley, Al, United States of America",30.406587,-87.683597
"Davenport-Moline-Rock Island, Ia-Il, United States of America",41.519018,-90.542196
"Dayton, Oh, United States of America",39.758948,-84.191607
"Decatur, Al, United States of America",34.605925,-86.983342
"Denver-Aurora, Co, United States of America",39.729432,-104.83192
"Des Moines-West Des Moines, Ia, United States of America",41.52549,-93.630511
"Detroit Lakes,Becker,Mn, United States of America",46.817181,-95.845325
"Detroit-Warren-Livonia, Mi, United States of America",42.341202,-83.28356
"Dickinson, Nd, United States of America",46.879176,-102.789624
"Dover, De, United States of America",39.158168,-75.524368
"Duluth, Mn-Wi, United States of America",46.786672,-92.100485
"Durham, Nc, United States of America",35.994033,-78.898619
"Dyersburg, Tn, United States of America",36.034516,-89.385628
"East Stroudsburg, Pa, United States of America",40.999539,-75.181291
"Eau Claire, Wi, United States of America",44.811349,-91.498494
"El Centro, Ca, United States of America",32.792,-115.563051
"El Dorado, Ar, United States of America",33.20763,-92.666267
"El Paso, Tx, United States of America",31.761878,-106.485022
"Elizabethtown, Ky, United States of America",37.703065,-85.864941
"Elkhart-Goshen, In, United States of America",41.582272,-85.834438
"Emmetsburg,Palo Alto,Ia, United States of America",43.112743,-94.683036
"Erie, Pa, United States of America",42.129224,-80.085059
"Eugene-Springfield, Or, United States of America",44.051085,-123.086563
"Eureka-Arcata-Fortuna, Ca, United States of America",40.598187,-124.157276
"Evansville, In-Ky, United States of America",37.971559,-87.57109
"Fairbanks, Ak, United States of America",64.837778,-147.716389
"Fairmont, Wv, United States of America",39.485085,-80.142578
"Fargo, Nd-Mn, United States of America",46.877186,-96.789803
"Farmington, Nm, United States of America",36.728058,-108.218686
"Fayetteville, Nc, United States of America",35.052664,-78.878358
"Fayetteville-Springdale-Rogers, Ar-Mo, United States of America",37.964253,-91.831833
"Flint, Mi, United States of America",43.012527,-83.687456
"Florence, Sc, United States of America",34.195433,-79.762562
"Florence-Muscle Shoals, Al, United States of America",34.814856,-87.642664
"Fort Collins-Loveland, Co, United States of America",40.449256,-105.002428
"Fort Madison-Keokuk, Ia-Mo, United States of America",37.964253,-91.831833
"Fort Smith, Ar-Ok, United States of America",35.385924,-94.398547
"Fort Wayne, In, United States of America",41.079273,-85.139351
"Fresno, Ca, United States of America",36.746842,-119.772587
"Gainesville, Ga, United States of America",34.297879,-83.824066
"Gardnerville Ranchos, Nv, United States of America",38.88824,-119.741287
"Gillette, Wy, United States of America",44.291092,-105.502221
"Goldsboro, Nc, United States of America",35.384884,-77.992765
"Gordon,Wilkinson,Ga, United States of America",32.882087,-83.332385
"Grand Island, Ne, United States of America",40.926396,-98.342012
"Grand Junction, Co, United States of America",39.063871,-108.550649
"Grand Rapids-Wyoming, Mi, United States of America",42.883043,-85.72166
"Grants Pass, Or, United States of America",42.439007,-123.328392
"Greeley, Co, United States of America",40.423314,-104.709132
"Green Bay, Wi, United States of America",44.519159,-88.019826
"Greensboro-High Point, Nc, United States of America",36.022453,-79.878468
"Greenville, Nc, United States of America",35.612661,-77.366354
"Greenville-Mauldin-Easley, Sc, United States of America",34.839974,-82.626006
"Gulfport-Biloxi, Ms, United States of America",30.41338,-89.072958
"Hagerstown-Martinsburg, Md-Wv, United States of America",38.597626,-80.454903
"Hamilton,Ravalli,Mt, United States of America",46.247144,-114.154816
"Hammond, La, United States of America",30.504358,-90.4612
"Hanford-Corcoran, Ca, United States of America",36.098007,-119.560402
"Harriman, Tn, United States of America",35.933964,-84.552436
"Harrisburg-Carlisle, Pa, United States of America",40.160004,-77.686813
"Harrisonburg, Va, United States of America",38.449569,-78.868916
"Hartford-West Hartford-East Hartford, Ct, United States of America",41.76154,-72.708783
"Hattiesburg, Ms, United States of America",31.327119,-89.290339
"Hazard,Perry,Ky, United States of America",37.24954,-83.193228
"Helena, Mt, United States of America",46.588371,-112.024505
"Hickory-Lenoir-Morganton, Nc, United States of America",35.745407,-81.684819
"Hilo, Hi, United States of America",19.729722,-155.09
"Honolulu, Hi, United States of America",21.306944,-157.858333
"Hot Springs, Ar, United States of America",34.5037,-93.05518
"Houma-Bayou Cane-Thibodaux, La, United States of America",29.795763,-90.822871
"Houston-Sugar Land-Baytown, Tx, United States of America",29.735505,-94.977427
"Huntington-Ashland, Wv-Ky-Oh, United States of America",40.417287,-82.907123
"Huntsville, Al, United States of America",34.730369,-86.586104
"Indianapolis-Carmel, In, United States of America",39.944053,-86.018672
"Jackson, Ms, United States of America",32.298757,-90.18481
"Jackson, Tn, United States of America",35.614517,-88.813947
"Jacksonville, Fl, United States of America",30.332184,-81.655651
"Jamestown-Dunkirk-Fredonia, Ny, United States of America",42.440058,-79.33171
"Jamesville,Martin,Nc, United States of America",35.811272,-76.896616
"Jasper, In, United States of America",38.391442,-86.931109
"Johnstown, Pa, United States of America",40.326741,-78.92197
"Juneau, Ak, United States of America",58.301944,-134.419722
"Kalamazoo-Portage, Mi, United States of America",42.201154,-85.580002
"Kalispell, Mt, United States of America",48.191989,-114.316813
"Kansas City, Mo-Ks, United States of America",39.099727,-94.578567
"Kapaa, Hi, United States of America",22.088139,-159.337982
"Keene, Nh, United States of America",42.933692,-72.278141
"Kenansville,Duplin,Nc, United States of America",34.962388,-77.962207
